id,created_at,z_rms_velocity_in_s,z_rms_velocity_mm_s,temperature_f,temperature_c,x_rms_velocity_in_s,x_rms_velocity_mm_s,z_peak_acceleration_g,x_peak_acceleration_g,z_peak_vel_comp_freq_hz,x_peak_vel_comp_freq_hz,z_rms_acceleration_g,x_rms_acceleration_g,z_kurtosis,x_kurtosis,z_crest_factor,x_crest_factor,z_peak_velocity_in_s,z_peak_velocity_mm_s,x_peak_velocity_in_s,x_peak_velocity_mm_s,z_high_freq_rms_accel_g,x_high_freq_rms_accel_g,fault,rpm
170073,2026-06-09 11:18:34.416287+00:00,0.1193,3.032,67.55,19.75,0.1625,4.127,1.193,0.618,34.1,34.1,0.408,0.207,3.117,2.866,4.185,3.45,0.1688,4.288,0.2298,5.837,0.285,0.179,desbalanceado_adxl_0,2000.0
170108,2026-06-09 11:25:47.162069+00:00,0.0578,1.468,68.29,20.16,0.089,2.262,0.563,0.501,61.0,61.0,0.258,0.144,2.708,2.498,3.655,3.442,0.0817,2.076,0.1259,3.2,0.154,0.145,rolamento_ball_adxl_0,500.0
170163,2026-06-09 11:31:41.085100+00:00,0.0885,2.248,68.52,20.29,0.0799,2.03,1.726,0.865,61.0,58.5,0.645,0.232,3.77,3.003,5.104,4.376,0.1251,3.179,0.113,2.87,0.338,0.197,rolamento_ball_adxl_0,1000.0
170166,2026-06-09 11:31:57.585532+00:00,0.0857,2.178,68.52,20.29,0.0921,2.341,1.307,0.766,61.0,58.5,0.657,0.221,3.095,2.795,4.054,4.082,0.1213,3.081,0.1303,3.31,0.322,0.187,rolamento_ball_adxl_0,1000.0
170168,2026-06-09 11:32:08.585552+00:00,0.0924,2.347,68.52,20.29,0.0899,2.285,1.611,0.738,9.7,61.0,0.632,0.244,3.485,2.828,4.955,3.835,0.1306,3.319,0.1272,3.232,0.325,0.192,rolamento_ball_adxl_0,1000.0
170208,2026-06-09 11:36:27.433022+00:00,0.0997,2.533,68.98,20.54,0.1613,4.098,3.175,1.598,61.0,61.0,0.697,0.288,3.353,3.18,3.963,4.188,0.141,3.582,0.2281,5.796,0.801,0.381,rolamento_ball_adxl_0,2000.0
170258,2026-06-09 11:44:26.091003+00:00,0.0699,1.777,70.05,21.14,0.0751,1.908,0.473,0.47,58.5,61.0,0.206,0.11,2.442,2.408,3.535,3.345,0.0989,2.514,0.1062,2.699,0.133,0.14,rolamento_inner_adxl_0,500.0
170313,2026-06-09 11:49:55.863613+00:00,0.0828,2.103,70.28,21.27,0.0952,2.418,0.918,0.531,61.0,61.0,0.39,0.158,4.339,2.689,5.162,3.453,0.1171,2.975,0.1346,3.419,0.177,0.153,rolamento_inner_adxl_0,1000.0
170316,2026-06-09 11:50:12.364039+00:00,0.0709,1.801,70.28,21.27,0.0901,2.29,0.625,0.513,58.5,61.0,0.301,0.16,2.948,2.546,4.073,3.507,0.1003,2.548,0.1275,3.239,0.153,0.146,rolamento_inner_adxl_0,1000.0
170318,2026-06-09 11:50:23.364132+00:00,0.0789,2.005,69.91,21.06,0.0822,2.089,0.891,0.564,61.0,61.0,0.361,0.159,3.703,2.649,5.293,3.805,0.1116,2.835,0.1163,2.954,0.168,0.148,rolamento_inner_adxl_0,1000.0
170358,2026-06-09 11:54:36.380031+00:00,0.0955,2.428,69.91,21.06,0.1942,4.933,1.716,0.917,61.0,102.5,0.682,0.374,4.8,3.282,4.928,4.378,0.1351,3.433,0.2746,6.976,0.348,0.209,rolamento_inner_adxl_0,2000.0
170408,2026-06-09 12:02:14.616895+00:00,0.0513,1.305,70.74,21.52,0.0849,2.156,0.477,0.605,61.0,61.0,0.116,0.104,2.446,2.484,3.523,4.28,0.0726,1.845,0.12,3.05,0.135,0.141,rolamento_outer_adxl_0,500.0
170463,2026-06-09 12:11:07.435084+00:00,0.0659,1.675,70.74,21.52,0.0897,2.278,0.743,0.572,61.0,58.5,0.264,0.118,3.504,2.516,4.125,3.892,0.0932,2.368,0.1268,3.222,0.18,0.147,rolamento_outer_adxl_0,1000.0
170466,2026-06-09 12:11:23.935168+00:00,0.0646,1.642,70.74,21.52,0.0867,2.203,0.767,0.564,9.7,61.0,0.25,0.113,3.362,2.538,4.472,3.761,0.0914,2.323,0.1227,3.116,0.171,0.15,rolamento_outer_adxl_0,1000.0
170468,2026-06-09 12:11:34.935465+00:00,0.0566,1.437,70.74,21.52,0.0862,2.191,0.868,0.581,61.0,61.0,0.269,0.121,3.611,2.55,4.719,3.939,0.08,2.033,0.122,3.099,0.184,0.147,rolamento_outer_adxl_0,1000.0
170508,2026-06-09 13:12:28.048868+00:00,0.0826,2.1,70.28,21.27,0.1157,2.939,1.46,0.812,61.0,17.0,0.542,0.209,3.326,3.026,4.486,4.357,0.1169,2.97,0.1636,4.156,0.325,0.186,rolamento_outer_adxl_0,2000.0
170558,2026-06-09 13:20:17.137935+00:00,0.0525,1.336,70.05,21.14,0.0698,1.775,0.454,0.502,61.0,61.0,0.143,0.106,2.521,2.371,3.244,3.534,0.0743,1.889,0.0988,2.51,0.14,0.142,rolamento_comb_adxl_0,500.0
170613,2026-06-09 13:25:48.661782+00:00,0.0669,1.699,70.0,21.11,0.0766,1.947,0.963,0.504,61.0,61.0,0.287,0.14,3.594,2.558,5.016,3.321,0.0946,2.403,0.1084,2.754,0.192,0.151,rolamento_comb_adxl_0,1000.0
170616,2026-06-09 13:26:05.162113+00:00,0.0765,1.944,70.0,21.11,0.0886,2.251,0.908,0.614,61.0,61.0,0.362,0.172,3.27,2.77,4.545,3.931,0.1082,2.75,0.1253,3.183,0.199,0.156,rolamento_comb_adxl_0,1000.0
170618,2026-06-09 13:26:16.162281+00:00,0.0698,1.774,70.0,21.11,0.0674,1.712,1.202,0.573,61.0,61.0,0.306,0.133,4.516,2.631,6.012,3.722,0.0988,2.51,0.0953,2.421,0.199,0.154,rolamento_comb_adxl_0,1000.0
170658,2026-06-09 13:30:42.468718+00:00,0.0992,2.52,70.93,21.63,0.1504,3.822,6.248,1.802,58.5,100.0,0.711,0.318,12.705,5.463,10.004,6.417,0.1403,3.563,0.2128,5.405,0.624,0.28,rolamento_comb_adxl_0,2000.0
170708,2026-06-09 13:40:33.277625+00:00,0.0491,1.247,71.49,21.94,0.08,2.032,0.401,0.505,61.0,61.0,0.091,0.091,2.335,2.329,3.041,3.61,0.0694,1.764,0.1131,2.874,0.131,0.14,eccentric_adxl_0,500.0
170763,2026-06-09 13:46:10.333751+00:00,0.0646,1.642,70.7,21.5,0.0739,1.877,0.503,0.433,61.0,61.0,0.164,0.098,2.646,2.394,3.324,3.079,0.0914,2.323,0.1045,2.655,0.151,0.14,eccentric_adxl_0,1000.0
170766,2026-06-09 13:46:26.834056+00:00,0.05,1.27,70.7,21.5,0.0789,2.004,0.518,0.518,61.0,61.0,0.143,0.097,2.659,2.45,3.374,3.664,0.0707,1.797,0.1115,2.834,0.153,0.141,eccentric_adxl_0,1000.0
170768,2026-06-09 13:46:37.834325+00:00,0.0517,1.315,70.7,21.5,0.0671,1.706,0.557,0.487,58.5,61.0,0.141,0.089,2.701,2.37,3.646,3.471,0.0732,1.86,0.095,2.413,0.152,0.14,eccentric_adxl_0,1000.0
170808,2026-06-09 13:50:44.062009+00:00,0.0973,2.471,70.56,21.42,0.1185,3.012,0.833,0.57,34.1,34.1,0.294,0.172,2.958,2.607,3.513,3.43,0.1376,3.495,0.1677,4.259,0.237,0.166,eccentric_adxl_0,2000.0
170853,2026-06-09 13:58:35.955923+00:00,0.0538,1.367,71.39,21.88,0.0763,1.938,0.405,0.512,61.0,61.0,0.112,0.096,2.371,2.38,3.025,3.654,0.0761,1.933,0.1079,2.741,0.133,0.14,cockecocked_adxl_0,500.0
170857,2026-06-09 13:58:57.956322+00:00,0.061,1.549,71.39,21.88,0.0717,1.821,0.538,0.576,9.7,61.0,0.116,0.094,2.494,2.377,3.973,4.193,0.0862,2.191,0.1014,2.575,0.135,0.137,cockecocked_adxl_0,500.0
170870,2026-06-09 14:00:09.457611+00:00,0.0488,1.239,71.26,21.81,0.07,1.778,0.439,0.452,58.5,61.0,0.119,0.093,2.465,2.382,3.246,3.27,0.069,1.753,0.099,2.515,0.135,0.138,cockecocked_adxl_0,500.0
170879,2026-06-09 14:00:58.958787+00:00,0.0541,1.375,71.26,21.81,0.0727,1.847,0.422,0.478,58.5,61.0,0.111,0.089,2.392,2.401,3.065,3.415,0.0765,1.945,0.1028,2.612,0.137,0.14,cockecocked_adxl_0,500.0
170885,2026-06-09 14:01:31.959294+00:00,0.0514,1.306,71.26,21.81,0.0741,1.883,0.403,0.427,61.0,61.0,0.102,0.089,2.39,2.309,3.005,3.076,0.0727,1.847,0.1048,2.663,0.134,0.138,cockecocked_adxl_0,500.0
170934,2026-06-09 14:07:03.459407+00:00,0.0545,1.384,71.63,22.01,0.0843,2.142,0.637,0.528,61.0,61.0,0.153,0.107,2.989,2.559,3.889,3.668,0.077,1.957,0.1192,3.03,0.163,0.144,cocked_adxl_0,1000.0
170935,2026-06-09 14:07:08.959541+00:00,0.0553,1.406,71.63,22.01,0.0806,2.047,0.599,0.579,61.0,61.0,0.163,0.112,2.778,2.495,3.664,3.934,0.0782,1.988,0.114,2.895,0.163,0.147,cocked_adxl_0,1000.0
170943,2026-06-09 14:08:25.407815+00:00,0.0892,2.267,71.44,21.91,0.1344,3.415,0.84,0.692,34.1,34.1,0.327,0.172,2.992,2.832,3.652,4.235,0.1262,3.206,0.1901,4.83,0.23,0.163,cocked_adxl_0,2000.0
170960,2026-06-09 14:09:58.909523+00:00,0.0854,2.171,71.44,21.91,0.12,3.048,0.932,0.527,34.1,34.1,0.333,0.175,2.969,2.753,3.923,3.196,0.1208,3.07,0.1697,4.311,0.237,0.164,cocked_adxl_0,2000.0
170973,2026-06-09 14:11:10.410892+00:00,0.0772,1.962,71.77,22.09,0.1067,2.711,0.89,0.757,34.1,34.1,0.315,0.164,3.004,2.923,3.817,4.421,0.1092,2.775,0.1509,3.833,0.233,0.171,cocked_adxl_0,2000.0
171008,2026-06-09 14:18:41.702661+00:00,0.0552,1.403,71.91,22.17,0.0739,1.878,0.48,0.432,61.0,61.0,0.106,0.102,2.491,2.37,3.533,3.079,0.0781,1.984,0.1045,2.656,0.136,0.14,normal_adxl_1,500.0
171063,2026-06-09 14:24:19.003983+00:00,0.05,1.272,71.53,21.96,0.1026,2.606,0.51,0.515,61.0,58.5,0.162,0.135,2.635,2.514,3.279,3.595,0.0708,1.799,0.1451,3.685,0.155,0.143,normal_adxl_1,1000.0
171066,2026-06-09 14:24:35.504232+00:00,0.0629,1.599,71.53,21.96,0.0909,2.309,0.524,0.488,9.7,61.0,0.164,0.119,2.703,2.465,3.376,3.368,0.089,2.262,0.1286,3.266,0.155,0.145,normal_adxl_1,1000.0
171068,2026-06-09 14:24:46.504464+00:00,0.0586,1.49,71.53,21.96,0.0864,2.197,0.545,0.483,9.7,58.5,0.142,0.111,2.774,2.431,3.443,3.315,0.083,2.108,0.1223,3.107,0.158,0.145,normal_adxl_1,1000.0
171108,2026-06-09 14:28:53.833842+00:00,0.0835,2.123,71.58,21.99,0.1479,3.757,0.913,0.592,31.7,102.5,0.27,0.24,3.003,2.775,4.021,3.429,0.1182,3.002,0.2092,5.313,0.227,0.172,normal_adxl_1,2000.0
171158,2026-06-09 14:35:01.285646+00:00,0.0518,1.316,71.86,22.14,0.0927,2.354,0.449,0.592,61.0,61.0,0.105,0.11,2.515,2.537,3.319,4.266,0.0732,1.861,0.1311,3.33,0.135,0.138,ventoinha_adxl_0,500.0
171213,2026-06-09 14:40:38.059055+00:00,0.0569,1.445,72.46,22.48,0.0925,2.35,0.576,0.492,61.0,61.0,0.144,0.11,2.774,2.464,3.675,3.403,0.0805,2.044,0.1308,3.324,0.156,0.144,ventoinha_adxl_0,1000.0
171216,2026-06-09 14:40:54.559410+00:00,0.0621,1.577,72.46,22.48,0.0775,1.969,0.571,0.536,61.0,61.0,0.141,0.11,2.697,2.554,3.571,3.687,0.0878,2.23,0.1096,2.785,0.16,0.145,ventoinha_adxl_0,1000.0
171218,2026-06-09 14:41:05.559596+00:00,0.056,1.424,72.46,22.48,0.0762,1.937,0.519,0.513,61.0,61.0,0.145,0.1,2.728,2.553,3.286,3.516,0.0792,2.014,0.1078,2.74,0.158,0.146,ventoinha_adxl_0,1000.0
171258,2026-06-09 14:45:18.705103+00:00,0.0963,2.448,72.09,22.27,0.1563,3.97,0.776,0.628,34.1,102.5,0.284,0.251,2.907,2.743,3.428,3.737,0.1363,3.462,0.221,5.615,0.226,0.168,ventoinha_adxl_0,2000.0
171294,2026-06-09 14:50:48.778830+00:00,0.0484,1.231,72.7,22.61,0.0899,2.284,0.483,0.516,61.0,51.2,0.095,0.107,2.472,2.362,3.596,3.757,0.0685,1.741,0.1271,3.23,0.134,0.137,desbalanceado_adxl_1,500.0
171298,2026-06-09 14:51:10.779207+00:00,0.0558,1.418,72.7,22.61,0.0938,2.382,0.494,0.558,61.0,51.2,0.112,0.118,2.47,2.552,3.653,4.017,0.0789,2.006,0.1326,3.369,0.135,0.139,desbalanceado_adxl_1,500.0
171303,2026-06-09 14:51:38.279904+00:00,0.0681,1.73,72.7,22.61,0.092,2.337,0.49,0.415,9.7,51.2,0.11,0.116,2.45,2.302,3.624,3.028,0.0963,2.447,0.1301,3.305,0.135,0.137,desbalanceado_adxl_1,500.0
171315,2026-06-09 14:53:12.723246+00:00,0.063,1.601,72.7,22.61,0.0723,1.837,0.522,0.564,17.0,61.0,0.165,0.106,2.638,2.472,3.399,3.917,0.0891,2.265,0.1022,2.598,0.153,0.144,desbalanceado_adxl_1,1000.0
171316,2026-06-09 14:53:18.223304+00:00,0.0597,1.517,72.7,22.61,0.0833,2.117,0.562,0.564,61.0,61.0,0.137,0.114,2.778,2.608,3.607,3.859,0.0844,2.146,0.1179,2.995,0.155,0.146,desbalanceado_adxl_1,1000.0
171332,2026-06-09 14:55:13.539306+00:00,0.079,2.007,72.56,22.53,0.2126,5.4,1.101,0.641,61.0,34.1,0.346,0.277,3.147,2.769,4.538,3.702,0.1117,2.838,0.3006,7.637,0.242,0.173,dedesbalanceado_adxl_1,2000.0
171333,2026-06-09 14:55:19.038512+00:00,0.0793,2.015,72.56,22.53,0.2196,5.578,1.054,0.622,58.5,34.1,0.361,0.255,3.124,2.876,4.401,3.602,0.1122,2.85,0.3106,7.889,0.239,0.172,dedesbalanceado_adxl_1,2000.0
171340,2026-06-09 14:55:57.538769+00:00,0.0861,2.187,72.56,22.53,0.1994,5.066,0.883,0.622,200.1,34.1,0.361,0.255,2.974,2.828,3.666,3.592,0.1217,3.093,0.2821,7.165,0.24,0.173,dedesbalanceado_adxl_1,2000.0
171347,2026-06-09 14:56:36.039493+00:00,0.0876,2.227,72.93,22.74,0.2191,5.567,1.042,0.611,17.0,34.1,0.336,0.297,3.12,2.81,4.162,3.524,0.124,3.149,0.3099,7.873,0.25,0.173,dedesbalanceado_adxl_1,2000.0
171349,2026-06-09 14:56:47.039668+00:00,0.0731,1.859,72.93,22.74,0.2483,6.309,0.901,0.555,61.0,34.1,0.283,0.332,3.237,2.808,3.645,3.279,0.1035,2.629,0.3512,8.922,0.247,0.169,dedesbalanceado_adxl_1,2000.0
171353,2026-06-09 15:00:21.845996+00:00,0.0462,1.173,73.02,22.79,0.1142,2.903,0.431,0.532,61.0,51.2,0.085,0.116,2.345,2.463,3.263,3.863,0.0653,1.66,0.1616,4.105,0.132,0.137,rolamento_outer_adxl_1,500.0
171358,2026-06-09 15:00:49.346213+00:00,0.0516,1.31,73.02,22.79,0.1099,2.792,0.387,0.408,61.0,51.2,0.086,0.114,2.327,2.321,2.974,2.989,0.0729,1.853,0.1554,3.948,0.13,0.136,rolamento_outer_adxl_1,500.0
171396,2026-06-09 15:05:02.504511+00:00,0.0723,1.836,73.35,22.97,0.1607,4.082,1.209,0.596,61.0,65.9,0.276,0.231,3.142,2.709,5.012,3.587,0.1022,2.597,0.2272,5.773,0.241,0.166,rolamento_outer_adxl_1,2000.0
171410,2026-06-09 15:06:19.505753+00:00,0.0728,1.851,73.35,22.97,0.1689,4.292,1.117,0.706,61.0,65.9,0.306,0.235,3.421,2.942,4.535,4.01,0.103,2.618,0.239,6.07,0.246,0.176,rolamento_outer_adxl_1,2000.0
171414,2026-06-09 15:06:41.506486+00:00,0.0747,1.897,73.35,22.97,0.1622,4.122,1.01,0.59,61.0,65.9,0.307,0.229,3.051,2.786,3.971,3.399,0.1056,2.683,0.2295,5.829,0.254,0.173,rolamento_outer_adxl_1,2000.0
171431,2026-06-10 18:30:38.198964+00:00,0.0507,1.288,66.4,19.11,0.0982,2.495,0.377,0.436,61.0,51.2,0.083,0.115,2.256,2.337,2.906,3.098,0.0717,1.822,0.1389,3.529,0.129,0.14,new_rolamento_outer_0,500.0
171446,2026-06-10 18:31:57.700225+00:00,0.0539,1.371,66.4,19.11,0.0998,2.537,0.514,0.531,61.0,51.2,0.076,0.116,2.339,2.369,3.875,3.71,0.0763,1.939,0.1412,3.588,0.132,0.143,new_rolamento_outer_0,500.0
171511,2026-06-10 18:38:14.456617+00:00,0.0595,1.512,65.11,18.39,0.0715,1.817,0.422,0.586,61.0,58.5,0.128,0.121,2.356,2.482,2.958,3.992,0.0842,2.139,0.1011,2.57,0.142,0.146,new_rolamento_outer_0,1000.0
171531,2026-06-10 18:40:23.959301+00:00,0.0653,1.66,65.11,18.39,0.0736,1.87,0.927,0.764,61.0,61.0,0.344,0.166,3.003,2.988,3.848,4.085,0.0924,2.348,0.1041,2.644,0.24,0.187,new_rolamento_outer_0,2000.0
171544,2026-06-10 18:41:32.860268+00:00,0.0669,1.699,66.08,18.93,0.0751,1.908,1.144,0.831,58.5,61.0,0.331,0.159,3.235,3.153,4.69,4.286,0.0946,2.403,0.1062,2.699,0.244,0.193,new_rolamento_outer_0,2000.0
171581,2026-06-10 18:47:56.438057+00:00,0.0574,1.458,66.63,19.24,0.0787,2.0,0.439,0.471,61.0,61.0,0.111,0.104,2.361,2.383,3.34,3.329,0.0811,2.061,0.1113,2.829,0.131,0.141,new_rolamento_inner_0,500.0
171596,2026-06-10 18:49:15.939303+00:00,0.061,1.55,66.63,19.24,0.0761,1.933,0.431,0.474,61.0,58.5,0.108,0.099,2.282,2.348,3.345,3.339,0.0863,2.193,0.1076,2.734,0.128,0.141,new_rolamento_inner_0,500.0
171661,2026-06-10 18:55:26.388709+00:00,0.0596,1.515,67.18,19.54,0.0687,1.747,0.512,0.475,61.0,61.0,0.186,0.129,2.444,2.441,3.705,3.287,0.0843,2.143,0.0972,2.471,0.138,0.144,new_rolamento_inner_0,1000.0
171681,2026-06-10 18:58:01.634907+00:00,0.0841,2.137,66.86,19.36,0.0917,2.331,1.067,0.572,34.1,61.0,0.228,0.157,3.989,2.721,5.815,3.586,0.119,3.023,0.1297,3.296,0.183,0.159,new_rolamento_inner_0,2000.0
171694,2026-06-10 18:59:10.536476+00:00,0.0804,2.043,66.86,19.36,0.0749,1.904,0.875,0.567,34.1,61.0,0.22,0.158,3.522,2.574,4.685,3.484,0.1137,2.889,0.106,2.693,0.186,0.162,new_rolamento_inner_0,2000.0
171731,2026-06-10 19:05:29.082003+00:00,0.063,1.6,67.83,19.9,0.0853,2.167,0.471,0.445,61.0,61.0,0.169,0.145,2.385,2.343,3.573,3.164,0.0891,2.263,0.1206,3.065,0.132,0.14,new_rolamento_comb_0,500.0
171746,2026-06-10 19:06:48.583168+00:00,0.0568,1.445,67.55,19.75,0.0821,2.085,0.467,0.448,61.0,61.0,0.112,0.113,2.368,2.292,3.534,3.15,0.0804,2.043,0.1161,2.949,0.132,0.142,new_rolamento_comb_0,500.0
171811,2026-06-10 19:12:53.264645+00:00,0.0677,1.721,68.06,20.03,0.0887,2.253,0.536,0.562,61.0,58.5,0.239,0.223,2.745,2.489,3.562,3.771,0.0958,2.434,0.1254,3.187,0.15,0.149,new_rolamento_comb_0,1000.0
171831,2026-06-10 19:15:05.089230+00:00,0.0779,1.979,68.06,20.03,0.0987,2.509,1.398,1.008,58.5,61.0,0.371,0.284,4.43,3.836,5.375,4.931,0.1102,2.799,0.1396,3.548,0.26,0.204,new_rolamento_comb_0,2000.0
171844,2026-06-10 19:16:13.990702+00:00,0.0995,2.529,67.78,19.88,0.1053,2.675,1.427,1.292,61.0,61.0,0.529,0.377,4.769,4.862,4.806,5.583,0.1408,3.576,0.1489,3.784,0.296,0.231,new_rolamento_comb_0,2000.0
171881,2026-06-10 19:22:36.342786+00:00,0.0592,1.504,68.94,20.52,0.0818,2.078,0.51,0.495,58.5,61.0,0.204,0.152,2.413,2.414,3.826,3.549,0.0837,2.128,0.1157,2.938,0.133,0.139,new_rolamento_ball_0,500.0
171896,2026-06-10 19:23:55.844076+00:00,0.0633,1.608,68.52,20.29,0.0845,2.146,0.435,0.538,61.0,61.0,0.168,0.134,2.416,2.334,3.31,3.872,0.0895,2.274,0.1195,3.035,0.131,0.139,new_rolamento_ball_0,500.0
171961,2026-06-10 19:31:02.866145+00:00,0.0717,1.822,68.52,20.29,0.0928,2.359,0.724,0.555,58.5,58.5,0.332,0.198,2.924,2.581,3.872,3.525,0.1014,2.577,0.1313,3.336,0.187,0.157,new_rolamento_ball_0,1000.0
171981,2026-06-10 19:33:11.417484+00:00,0.0922,2.343,68.71,20.39,0.1294,3.288,1.914,0.907,61.0,61.0,0.397,0.312,3.434,3.062,4.287,3.317,0.1304,3.314,0.183,4.65,0.446,0.273,new_rolamento_ball_0,2000.0
171994,2026-06-10 19:34:20.318378+00:00,0.1032,2.622,68.71,20.39,0.1314,3.337,2.134,1.024,261.2,61.0,0.519,0.379,3.322,3.068,4.711,3.64,0.146,3.709,0.1858,4.72,0.453,0.281,new_rolamento_ball_0,2000.0
172031,2026-06-10 20:00:56.067193+00:00,0.0543,1.381,68.29,20.16,0.0786,1.998,0.425,0.552,61.0,61.0,0.09,0.092,2.219,2.358,3.281,3.904,0.0769,1.953,0.1112,2.826,0.129,0.141,new_normal_0,500.0
172046,2026-06-10 20:02:15.569139+00:00,0.0546,1.388,68.15,20.08,0.0853,2.167,0.4,0.416,61.0,9.7,0.084,0.089,2.3,2.282,3.083,2.978,0.0772,1.963,0.1207,3.065,0.129,0.139,new_normal_0,500.0
172111,2026-06-10 20:08:37.918684+00:00,0.0479,1.217,68.11,20.06,0.0812,2.063,0.567,0.517,58.5,61.0,0.109,0.108,2.701,2.397,3.469,3.535,0.0677,1.721,0.1148,2.918,0.163,0.146,new_normal_0,1000.0
172131,2026-06-10 20:10:50.309228+00:00,0.0681,1.73,69.35,20.75,0.0869,2.208,0.788,0.671,61.0,61.0,0.18,0.158,2.869,2.642,3.611,3.849,0.0963,2.447,0.1229,3.123,0.218,0.174,new_normal_0,2000.0
172144,2026-06-10 20:11:59.210667+00:00,0.0673,1.709,69.35,20.75,0.085,2.16,0.801,0.661,61.0,61.0,0.176,0.16,2.938,2.861,3.672,3.58,0.0951,2.418,0.1202,3.055,0.218,0.184,new_normal_0,2000.0
172184,2026-06-10 20:17:09.578441+00:00,0.0652,1.657,68.57,20.31,0.0776,1.972,0.477,0.494,9.7,61.0,0.085,0.092,2.36,2.428,3.639,3.51,0.0922,2.344,0.1098,2.79,0.131,0.14,new_desbalanceado_antigo_0,500.0
172239,2026-06-10 20:22:22.338286+00:00,0.0546,1.389,68.85,20.47,0.0849,2.156,0.514,0.471,61.0,58.5,0.101,0.11,2.597,2.367,3.311,3.264,0.0773,1.964,0.12,3.05,0.155,0.144,new_desbalanceado_antigo_0,1000.0
172242,2026-06-10 20:22:38.238529+00:00,0.0558,1.419,68.85,20.47,0.0767,1.948,0.55,0.482,61.0,61.0,0.118,0.105,2.681,2.522,3.534,3.303,0.079,2.007,0.1084,2.755,0.155,0.146,new_desbalanceado_antigo_0,1000.0
172244,2026-06-10 20:22:48.838771+00:00,0.0525,1.335,68.85,20.47,0.0729,1.851,0.586,0.498,58.5,61.0,0.113,0.105,2.738,2.524,3.76,3.39,0.0743,1.888,0.1031,2.618,0.155,0.147,new_desbalanceado_antigo_0,1000.0
172284,2026-06-10 20:26:52.408903+00:00,0.1363,3.464,69.35,20.75,0.0915,2.325,1.307,0.834,34.1,61.0,0.225,0.162,4.137,2.806,5.102,4.397,0.1928,4.899,0.1294,3.289,0.256,0.189,new_desbalanceado_antigo_0,2000.0
172334,2026-06-10 20:35:01.532989+00:00,0.0493,1.254,69.91,21.06,0.1034,2.627,0.417,0.566,61.0,61.0,0.095,0.125,2.307,2.4,3.155,4.024,0.0698,1.774,0.1463,3.716,0.132,0.14,new_cocked_0,500.0
172389,2026-06-10 20:40:31.697568+00:00,0.0546,1.386,69.49,20.83,0.0797,2.025,0.54,0.568,61.0,61.0,0.133,0.116,2.703,2.574,3.384,3.886,0.0772,1.961,0.1127,2.864,0.159,0.146,new_cocked_0,1000.0
172392,2026-06-10 20:40:47.598708+00:00,0.0514,1.306,69.49,20.83,0.0815,2.071,0.601,0.502,61.0,61.0,0.134,0.111,2.761,2.461,3.757,3.461,0.0727,1.847,0.1153,2.928,0.16,0.145,new_cocked_0,1000.0
172394,2026-06-10 20:40:58.196603+00:00,0.0525,1.334,69.49,20.83,0.0822,2.09,0.529,0.515,61.0,61.0,0.112,0.106,2.659,2.555,3.36,3.494,0.0743,1.887,0.1163,2.955,0.157,0.147,new_cocked_0,1000.0
172434,2026-06-10 20:44:53.025839+00:00,0.067,1.703,70.05,21.14,0.1004,2.551,1.16,0.679,61.0,170.8,0.215,0.227,3.293,3.026,4.157,3.613,0.0948,2.409,0.142,3.608,0.279,0.187,new_cocked_0,2000.0
172484,2026-06-10 20:53:50.628668+00:00,0.0559,1.421,70.05,21.14,0.0725,1.842,0.442,0.471,9.7,61.0,0.082,0.11,2.294,2.35,3.385,3.369,0.0791,2.009,0.1025,2.605,0.13,0.14,new_eccentric_0,500.0
172539,2026-06-10 20:59:01.584211+00:00,0.0646,1.642,71.39,21.88,0.0752,1.91,0.502,0.588,61.0,61.0,0.147,0.118,2.667,2.547,3.316,4.04,0.0914,2.322,0.1063,2.702,0.151,0.145,new_eccentric_0,1000.0
172542,2026-06-10 20:59:17.484361+00:00,0.0627,1.592,71.39,21.88,0.0783,1.988,0.644,0.48,61.0,61.0,0.156,0.121,2.645,2.449,4.22,3.314,0.0886,2.252,0.1107,2.812,0.152,0.144,new_eccentric_0,1000.0
172544,2026-06-10 20:59:28.084512+00:00,0.0499,1.269,71.39,21.88,0.0783,1.99,0.5,0.543,61.0,61.0,0.134,0.101,2.698,2.557,3.266,3.648,0.0706,1.795,0.1108,2.815,0.153,0.149,new_eccentric_0,1000.0
172584,2026-06-10 21:03:49.791184+00:00,0.1067,2.711,71.26,21.81,0.0818,2.079,0.719,0.635,34.1,61.0,0.255,0.159,2.846,2.698,3.315,3.804,0.1509,3.835,0.1157,2.941,0.216,0.167,new_eccentric_0,2000.0
172631,2026-06-10 21:10:51.551061+00:00,0.0593,1.506,70.37,21.32,0.0842,2.14,0.432,0.48,58.5,61.0,0.07,0.085,2.291,2.289,3.347,3.494,0.0838,2.13,0.1191,3.026,0.129,0.137,new_normal_1,500.0
172646,2026-06-10 21:12:11.053349+00:00,0.0471,1.198,70.37,21.32,0.0816,2.074,0.455,0.536,61.0,61.0,0.064,0.091,2.313,2.355,3.527,3.843,0.0667,1.694,0.1155,2.933,0.129,0.139,new_normal_1,500.0
172711,2026-06-10 21:18:38.283229+00:00,0.0486,1.234,70.7,21.5,0.0707,1.797,0.484,0.485,61.0,58.5,0.088,0.086,2.715,2.405,3.176,3.377,0.0687,1.745,0.1001,2.542,0.152,0.143,new_normal_1,1000.0
